Company,Address,TIF ID,TIF District,Completion Date,Actual Costs,Actual Grant,Work Items
Hilary's Cookies Inc,4917 N Lincoln,T-084,Western Ave North,10/3/11,"$22,679.00 ","$10,133.45 ","HVAC, electrical, plumbing, floors, countertop, awning"
Amy's Candy Bar,4704 N Damen,T-084,Western Ave North,10/6/11,"$47,735.96 ","$35,640.00 ","plumbing, awning, flooring, electrical, roof, façade,"
Yeimi's Unisex Beauty Salon,1823 W Irving Park,T-085,Western Ave South,8/11/11,"$23,500.00 ","$17,625.00 ","doors, floor, roof, sign removal, ventilation, plumbing, electricity, bathroom, walls"
4353 Management LLC ,4353 N Western,T-085,Western Ave South,6/24/11,"$14,275.00 ","$4,714.83 ","windows, tuckpointing, masonry,"
Inspired Interiors Inc,4124 N Lincoln,T-085,Western Ave South,6/24/11,"$18,937.26 ","$11,089.57 ","Interior, storefront"
Yeimi's Unisex Beauty Salon,1823 W Irving Park,T-085,Western Ave South,6/3/11,"$20,000.00 ","$15,000.00 ","plumbing, electrical, framing, flooring,"
4353 Management LLC ,4353 N Western,T-085,Western Ave South,3/29/11,"$31,367.00 ","$15,683.50 ","windows, tuckpointing, masonry,"
Hemina Patel Insurance State Farm,3837 N Western,T-085,Western Ave South,3/29/11,"$20,520.00 ","$15,390.00 ",Green Projects Solar
Inspired Interiors Inc,4124 N Lincoln,T-085,Western Ave South,3/29/11,"$23,642.42 ","$17,718.32 ","Interior, storefront"
Inspired Interiors Inc,4124 N Lincoln,T-085,Western Ave South,1/28/11,"$29,394.38 ","$22,045.79 ","Interior, storefront"
Ken Sakamoto DDS PC,3939 N Lincoln,T-085,Western Ave South,12/27/10,"$7,884.00 ","$5,913.00 ",HVAC
Irving Park Chiropractic,1923 W Irving Park,T-085,Western Ave South,11/4/10,"$17,390.00 ","$9,564.50 ","Roof repair, downspouts, water damage repair"
Purelku Jewelers ,4011 N Damen,T-085,Western Ave South,5/19/10,"$1,545.00 ",$772.50 ,"folding gate, metal bars, doors, mirror sliding doors, replace glass,"
4353 Management LLC ,4353 N Western,T-085,Western Ave South,5/14/10,"$24,015.00 ","$12,007.50 ","windows, roof, tuckpointing, masonry"
4353 Management LLC ,4353 N Western,T-085,Western Ave South,3/23/10,"$9,000.00 ","$4,500.00 ",roofing
Northcenter Eye Care ,1926 W Irving Park,T-085,Western Ave South,10/26/09,"$153,450.00 ","$84,397.50 ","complete rehab, fireproofing paint, HVAC, electrical, security system"
Purelku Jewelers ,4011 N Damen,T-085,Western Ave South,9/29/09,$661.00 ,$330.50 ,Security system
Robert Kinsloe,1922 W Irving Park,T-085,Western Ave South,5/15/09,"$100,000.00 ","$50,000.00 ","Façade, Doors & windows, HVAC, ADA compliance, Roofing, Brick Pavers"
Plants Inc,2459 W Montrose,T-085,Western Ave South,12/17/08,"$7,755.96 ","$2,132.89 ",signage
Chicago Pediatric Clinic Corp ,1916 W Irving Park,T-085,Western Ave South,12/3/08,"$41,975.00 ","$20,987.50 ","Façade, windows, door, sandblasting, tuckpointing, floor, ceiling"
Plants Inc,2459 W Montrose,T-085,Western Ave South,8/29/07,"$78,338.00 ","$37,917.00 ","storefront, lintels, masonary, interior renovations, signage"
BP Electric Motors,4014 N Western,T-085,Western Ave South,8/23/07,"$173,596.00 ","$13,456.94 ",Storefront
Hemina Patel Insurance State Farm,3837 N Western,T-085,Western Ave South,4/30/07,"$299,246.50 ","$50,000.00 ",complete rehab
Katerina's,1920 W Irving Park,T-085,Western Ave South,4/20/07,"$33,908.28 ","$25,431.21 ",Storefront
BP Electric Motors,4014 N Western,T-085,Western Ave South,11/27/06,"$39,000.00 ","$19,500.00 ",Storefront
Sharpe Tax Advisors ,4151 N Western,T-085,Western Ave South,8/28/06,"$75,820.00 ","$50,000.20 ",interior and ext. renovations
Khosro Beik,1923 W Irving Park,T-085,Western Ave South,8/8/06,"$46,831.34 ","$26,225.55 ","Storefront, windows, floor, HVAC, Lights, Stairway/basement, Awning"
BP Electric Motors,4014 N Western,T-085,Western Ave South,5/19/06,"$34,086.12 ","$17,043.06 ",Storefront
Herbert Brusso,4131 N Western,T-085,Western Ave South,10/19/05,"$16,788.00 ","$12,591.00 ",Awnings / Cement
Antonio Miceli,2123 W Irving Park,T-085,Western Ave South,6/13/05,"$70,788.00 ","$35,394.00 ",Storefront and Windows
Herbert Brusso,4131 N Western,T-085,Western Ave South,3/17/05,"$14,005.00 ","$10,503.75 ",Interior Buidout
B&G Painting & Dec,4159 N Western,T-085,Western Ave South,3/10/05,"$26,877.81 ","$13,438.91 ","windows, hvac, storefront (addition)"
Katerina's,1920 W Irving Park,T-085,Western Ave South,1/21/05,"$30,068.00 ","$22,551.00 ","HVAC, WINDOWS, Parking, fence"
B&G Painting & Dec,4159 N Western,T-085,Western Ave South,11/2/04,"$42,256.00 ","$21,218.00 ","windows, hvac, storefront"
P Jerome Jakubco,2224 W Irving Park,T-085,Western Ave South,10/7/04,"$14,034.06 ","$7,017.03 ",Storefronts Awnings
Ken Sakamoto DDS PC,3939 N Lincoln,T-085,Western Ave South,9/27/04,"$24,786.88 ","$12,393.44 ","Floor, structural"
Herbert Brusso,4131 N Western,T-085,Western Ave South,8/2/04,"$8,335.00 ","$6,251.25 ",Paving / Awnings / Cement
GB Group Inc,3932 N Lincoln,T-085,Western Ave South,9/22/11,"$37,500.00 ","$30,937.50 ","floor, roof, heating, windows, façade, signage"
Apatura Studio Inc,1023 W Jackson Blvd,T-086,Central West,7/20/11,"$98,010.67 ","$73,508.00 ",Complete rehab
Sinha Ltd,2018 W Adams,T-086,Central West,7/15/11,"$9,000.00 ","$6,750.00 ",
Paws Naturals,950 W Monroe,T-086,Central West,3/29/11,"$61,033.11 ","$30,516.56 ","signage, drywall, counter, shelving, lighting, concrete floor"
Westhaven Community Coin Laundry,2355 W Washington,T-086,Central West,10/19/10,"$113,954.00 ","$85,465.50 ","Replace boiler, air system"
Sinha Ltd,2018 W Adams,T-086,Central West,3/2/10,"$4,016.00 ","$2,008.00 ",brick work
Sinha Ltd,2018 W Adams,T-086,Central West,10/6/11,"$15,000.00 ","$11,250.00 ","Awning, signage, Handicap accessible, electrical"
Orchestra Hall Recording Studio,2341 N Milwaukee,T-087,Fullerton/Milwaukee,3/29/11,"$14,900.00 ","$11,175.00 ",Heating and cooling
Orchestra Hall Recording Studio,2341 N Milwaukee,T-087,Fullerton/Milwaukee,3/29/11,"$53,852.00 ","$40,389.00 ","roof, HVAC, floor, painting, walls, parking lot, bathrooms, windows"
Workforce Language Services LLC,"2934 N Milwaukee Ave, Suite C",T-087,Fullerton/Milwaukee,1/7/11,"$65,195.98 ","$48,896.99 ",office buildout
Orchestra Hall Recording Studio,2341 N Milwaukee,T-087,Fullerton/Milwaukee,1/6/11,"$8,800.00 ","$6,600.00 ","roof, HVAC, floor, painting, walls, parking lot, bathrooms, windows"
Cook Au Vin Inc,2569 N Milwaukee,T-087,Fullerton/Milwaukee,1/6/11,"$37,540.00 ","$30,970.50 ","inerior renovations, bathroom, electrical, countertop, floor"
Pizza Forte,2210 N California,T-087,Fullerton/Milwaukee,12/9/10,"$16,800.00 ","$7,983.13 ",Complete Buildout
Orchestra Hall Recording Studio,2341 N Milwaukee,T-087,Fullerton/Milwaukee,9/15/10,"$13,860.00 ","$10,395.00 ","roof, HVAC, floor, painting, walls, parking lot, bathrooms, windows"
Pizza Forte,2210 N California,T-087,Fullerton/Milwaukee,7/26/10,"$30,000.00 ","$14,793.22 ",Complete Buildout
Orchestra Hall Recording Studio,2341 N Milwaukee,T-087,Fullerton/Milwaukee,5/25/10,"$5,500.00 ","$4,125.00 ","roof, HVAC, floor, painting, walls, parking lot, bathrooms, windows"
Pizza Forte,2210 N California,T-087,Fullerton/Milwaukee,5/24/10,"$78,294.00 ","$39,147.00 ",Complete Buildout
Marian Baginski,2890 N Milwaukee,T-087,Fullerton/Milwaukee,5/19/10,"$48,619.70 ","$24,309.85 ","windows, doors, floors, HVAC, Ceiling, drywall, electrical, plumbing, exhaust system"
Revolution Brewing,2323 N Milwaukee,T-087,Fullerton/Milwaukee,4/27/10,"$1,000,000.00 ","$50,000.00 ",Complete Renovation
Harold Goldenberg,2557-69 N Milwaukee,T-087,Fullerton/Milwaukee,3/26/10,"$205,090.00 ","$96,825.44 ","new doors, new awnings, hvac, electrical service, interior renvoation"
Workforce Language Services LLC,"2934 N Milwaukee Ave, Suite C",T-087,Fullerton/Milwaukee,3/10/10,"$57,675.00 ","$31,721.25 ","office buildout, kitchen, floor, bathroom, lighting, door buzzer"
Pizza Forte,2210 N California,T-087,Fullerton/Milwaukee,3/3/10,"$56,726.18 ","$28,363.09 ",Complete Buildout
Staropolska,3028-30 N Milwaukee,T-087,Fullerton/Milwaukee,2/26/10,"$236,680.00 ","$149,999.99 ","concrete work, tuckpointing, remodel restaurant"
Rocking Horse ,2535 N Milwaukee,T-087,Fullerton/Milwaukee,1/29/10,"$62,388.13 ","$31,194.07 ","beer draft system, flooring, automatic door system, permanent seating"
Busy Beaver Button Company ,3279 W Armitage,T-087,Fullerton/Milwaukee,1/21/10,"$148,825.00 ","$70,553.25 ",complete renovation
Revolution Brewing,2323 N Milwaukee,T-087,Fullerton/Milwaukee,1/20/10,"$441,951.50 ","$100,000.00 ",Complete Renovation
David Vondle,3009 W Fullerton,T-087,Fullerton/Milwaukee,1/20/10,"$136,776.10 ","$102,582.08 ",Complete Renovation
Pizza Forte,2210 N California,T-087,Fullerton/Milwaukee,1/20/10,"$119,427.08 ","$59,713.54 ",Complete Buildout
Basa Properties LLC,2912 N Milwaukee,T-087,Fullerton/Milwaukee,11/16/09,"$51,920.94 ","$25,960.47 ","roofing,"
Logan Square Kitchen,2333 N Milwaukee,T-087,Fullerton/Milwaukee,10/22/09,"$94,500.00 ","$46,925.00 ","storefront, HVAC"
Busy Beaver Button Company ,3279 W Armitage,T-087,Fullerton/Milwaukee,10/13/09,"$51,726.00 ","$25,863.00 ",Geothermal HVAC
Busy Beaver Button Company ,3279 W Armitage,T-087,Fullerton/Milwaukee,8/26/09,"$96,000.00 ","$48,000.00 ","electrical, plumbing, carpentry, windows"
Rocking Horse ,2535 N Milwaukee,T-087,Fullerton/Milwaukee,8/17/09,"$147,300.00 ","$73,650.00 ","plumbing, electrical, HVAC, carpentry, refrigeration, lighting, kitchen equipment, bar"
Logan Square Kitchen,2333 N Milwaukee,T-087,Fullerton/Milwaukee,7/10/09,"$206,150.00 ","$103,075.00 ","concrete, masonry, electrical, plumbing, steel,"
Basa Properties LLC,2912 N Milwaukee,T-087,Fullerton/Milwaukee,5/4/09,"$186,031.94 ","$93,015.97 ","attic remodel, HVAC, electrical, water heater"
Park's Custom Furniture,2601 W Armitage,T-087,Fullerton/Milwaukee,4/2/09,"$28,000.00 ","$14,000.00 ",new doors and windows
Rangel Rangel & Associates,2332 N Milwaukee,T-087,Fullerton/Milwaukee,2/4/09,"$115,547.00 ","$50,000.00 ",Complete Renovation of second floor
David Vondle,3009 W Fullerton,T-087,Fullerton/Milwaukee,11/11/08,"$10,900.00 ","$8,175.00 ",Green Roof
Staropolska,3028-30 N Milwaukee,T-087,Fullerton/Milwaukee,1/16/08,"$85,000.00 ","$42,500.00 ","façade, windows, doors, signage"
Friendship Chinese Restaurant,2830 N Milwaukee,T-087,Fullerton/Milwaukee,7/24/07,"$94,110.00 ","$50,000.00 ","HVAC, signage, awning, roof, windows, interior and exterior remodeling"
Chicago Ballet ,3433 W Diversey,T-087,Fullerton/Milwaukee,4/18/07,"$27,500.00 ","$18,312.50 ",interior renovation
Chicago Ballet ,3433 W Diversey,T-087,Fullerton/Milwaukee,3/23/07,"$29,000.00 ","$21,750.00 ",interior renovation
Chicago Ballet ,433 W Diversey,T-087,Fullerton/Milwaukee,2/16/07,"$13,250.00 ","$9,937.50 ","flooring, ceiling, electrical, interior/bathroom renovation, hvac"
Bonsoiree Restaurant,2728 W Armitage,T-087,Fullerton/Milwaukee,10/25/06,"$12,810.00 ","$6,317.50 ","Storefront renovations, new windows, doors, awning"
Harold Goldenberg,2557-69 N Milwaukee,T-087,Fullerton/Milwaukee,10/20/06,"$73,847.38 ","$36,937.19 ",Storefronts / Awnings / Signage / Electrical
Jeffrey A Mills Foot Path Trading Co,2900 W Armitage,T-087,Fullerton/Milwaukee,8/17/06,"$16,372.00 ","$6,856.87 ","Electric, water heater, tuckpointing, ventilation fan, windows, roof"
Lee Burnstein,3109 W Armitage,T-087,Fullerton/Milwaukee,2/13/06,"$100,000.00 ","$50,000.00 ",Façade / Windows / Signage / 2nd Floor Entrence / Renovate Lobby / Flooring
Metro Financial Services,2878 N Milwaukee,T-087,Fullerton/Milwaukee,2/10/06,"$150,000.00 ","$35,478.93 ",Handicap Access / Structural support / Floor / Siding / Façade / Plumbing / HVAC / Electricla
Xotic Tan,3129 W Armitage,T-087,Fullerton/Milwaukee,3/17/05,"$60,215.00 ","$21,107.50 ",Floors / Electrical / Bathroom / HVAC / Signage
Anne Gallagher,3055 W Armitage,T-087,Fullerton/Milwaukee,2/10/05,"$130,000.00 ","$50,000.00 ",2nd Floor Renovations / Roofwork
Friendship Chinese Restaurant,2830 N Milwaukee,T-087,Fullerton/Milwaukee,12/23/04,"$58,262.00 ","$29,131.00 ",HVAC / Roofing / Signage / Canopy / Electrical / Flooring / Bathrooms / Kitchen Equipment
Xotic Tan,3129 W Armitage,T-087,Fullerton/Milwaukee,12/17/04,"$118,000.00 ","$28,892.50 ",Floors / Electrical / Bathroom / HVAC / Signage
Armitage Ave LLC,2557 W Armitage,T-087,Fullerton/Milwaukee,12/17/04,"$27,500.00 ","$14,513.40 ",Exterior Work
Hot Spot on Armitage,2824 W Armitage,T-087,Fullerton/Milwaukee,11/2/04,"$120,000.00 ","$50,000.00 ",Interior and Exterior Renovations for a new retaurant
Custom Built Construction Inc,3046 W Armitage,T-087,Fullerton/Milwaukee,10/25/04,"$103,750.00 ","$50,000.00 ",Building Renovation
Northbrook Partners,2522 W Armitage,T-087,Fullerton/Milwaukee,10/22/04,"$120,000.00 ","$50,000.00 ",windows
Friendship Chinese Restaurant,2830 N Milwaukee,T-087,Fullerton/Milwaukee,9/27/04,"$41,738.00 ","$20,869.00 ",HVAC / Roofing / Signage / Canopy / Electrical / Flooring / Bathrooms / Kitchen Equipment
AAA Metal Finishers,2904 W Armitage,T-087,Fullerton/Milwaukee,9/14/04,"$6,507.75 ","$4,881.56 ",windows
Anthony Zarcone Tastee Freeze,2815 W Armitage,T-087,Fullerton/Milwaukee,8/3/04,"$14,000.00 ","$10,708.50 ",Interior Renovations
Congress Theatre,2135 N Milwaukee,T-087,Fullerton/Milwaukee,4/7/04,"$88,484.00 ","$50,000.00 ",Heating System electrical improvements on stage
Paris Drapery,2846 N Milwaukee,T-087,Fullerton/Milwaukee,4/6/04,"$26,600.00 ","$21,435.00 ",Roof
Rangel Rangel & Associates,2332 N Milwaukee,T-087,Fullerton/Milwaukee,3/17/04,"$186,000.00 ","$50,000.00 ",Interior Renovation / Extrerior Renovation / Tuckpoint / Roof / Systems
John Materna,2200 N Milwaukee,T-087,Fullerton Milwaukee,10/6/11,"$126,288.50 ","$94,716.38 ",restaurant buildout
John Materna,2200 N Milwaukee,T-087,Fullerton Milwaukee,10/19/11,"$126,288.50 ","$94,716.38 ",restaurant buildout
Seoul Pharmacy Inc,3757 W Lawrence,T-088,Lawrence/Kedzie,3/31/11,"$78,267.36 ","$19,566.84 ","tuckpointing, HVAC, parking lot, fence, roof, stairway"
Mir Naghavi Façade Rebate Projcet,4661 N Kedzie,T-088,Lawrence/Kedzie,3/29/11,$0.00 ,"$35,676.00 ",
Lawrence Dental Group PC ,3607 W Lawrence,T-088,Lawrence/Kedzie,3/29/11,"$177,994.85 ","$97,897.17 ","Interior Renovation, floors, doors, walls, ceiling, counters"
Harry Kemperas,3251-57 W Bryn Mawr,T-088,Lawrence/Kedzie,3/29/11,"$10,846.00 ","$5,423.00 ","roofing, paving"
In Ki Lee,3009-17 W Lawrence,T-088,Lawrence/Kedzie,3/29/11,"$30,286.15 ","$15,143.08 ",Garage doors
Chica's Secret Inc,3227 W Lawrence,T-088,Lawrence/Kedzie,3/29/11,"$151,606.00 ","$63,507.00 ","Interior Renovation, hvac, electrical, storefront, signage"
David Kwang Lee,3243 W Lawrence,T-088,Lawrence/Kedzie,9/30/10,"$18,000.00 ","$8,800.00 ","HVAC, windows, floor, walls, carpentry, electrical, tuckpointing"
David Kwang Lee,3243 W Lawrence,T-088,Lawrence/Kedzie,8/16/10,"$166,400.00 ","$83,200.00 ","HVAC, windows, floor, walls, carpentry, electrical, tuckpointing"
David Kwang Lee,3243 W Lawrence,T-088,Lawrence/Kedzie,8/16/10,"$135,400.00 ","$58,000.00 ","HVAC, windows, floor, walls, carpentry, electrical, tuckpointing"
In Ki Lee,3009-17 W Lawrence,T-088,Lawrence/Kedzie,2/11/10,"$27,000.00 ","$13,500.00 ","awnings, driveway repair"
In Ki Lee,3009-17 W Lawrence,T-088,Lawrence/Kedzie,12/17/09,"$65,000.00 ","$32,500.00 ",STOREFRONT
Albany Park Auto Clinic,3848 W Lawrence,T-088,Lawrence/Kedzie,12/17/09,"$12,000.00 ","$6,000.00 ","garage doors,"
Lawrence Kedzie Plaza LLC,4745 N Kedzie,T-088,Lawrence/Kedzie,12/7/09,"$686,005.50 ","$150,000.00 ","Interior Renovation, floors, doors, walls, hvac, electrical, plumbing"
In Ki Lee,3009-17 W Lawrence,T-088,Lawrence/Kedzie,9/29/09,"$42,076.20 ","$21,038.10 ",tuckpointing and masonry
Albany Park Coin Laundry ,5000 N Kedzie,T-088,Lawrence/Kedzie,1/8/09,"$7,414.46 ","$3,707.23 ","bathroom repair, electrical, masonry, signage, parking lot paving, security, ceiling"
Jerry Q Tran,3652 W Lawrence,T-088,Lawrence/Kedzie,12/26/08,"$8,950.00 ","$4,475.00 ","Façade, tuckpointing, floor, roof, electrical, plumbing"
Hae D Park,3835 W Lawrence,T-088,Lawrence/Kedzie,10/28/08,"$73,338.00 ","$36,669.00 ","storefront, masonry, hvac, roofing, electrical, windows"
Nima Corp dba Noon O Kabab ,4651 N Kedzie,T-088,Lawrence/Kedzie,8/26/08,"$28,040.00 ","$14,324.00 ","Interior renovations, fixed asset equipment, parking lot, systems renovation, fencing"
NY Shoes Import ,3546 W Lawrence,T-088,Lawrence/Kedzie,12/14/07,"$8,000.00 ","$4,400.00 ","Signage, Awning"
North Park Auto ,5033 N Kedzie,T-088,Lawrence/Kedzie,10/25/07,"$4,900.00 ","$2,450.00 ","Roof, Fence, Parking Lot, HVAC, Storefront, Window, Doors, Sign"
Charcoal Delights ,3139 W Foster,T-088,Lawrence/Kedzie,9/21/07,"$200,000.00 ","$50,000.00 ",Complete Renovation
Lawrence-Kedzie Self Storage,3215 W Lawrence,T-088,Lawrence/Kedzie,7/27/07,$0.00 ,"$5,314.50 ",Storefront
Chicago Kalbi Restaurant,3752 W Lawrence,T-088,Lawrence/Kedzie,7/19/07,"$12,422.00 ","$6,211.00 ",HVAC
Matsumoto Restaurant ,3800 W Lawrence,T-088,Lawrence/Kedzie,7/19/07,"$43,000.00 ","$10,629.30 ","HVAC, storefront, signage"
Albany Park Auto Clinic,3848 W Lawrence,T-088,Lawrence/Kedzie,5/3/07,"$19,900.00 ","$9,950.00 ",Fencing
Leo Naturals John Yukeun Oh,3242 W Foster,T-088,Lawrence/Kedzie,5/3/07,"$19,124.95 ","$10,518.72 ",Complete Renovation
OK Trading Inc ,3749 W Lawrence,T-088,Lawrence/Kedzie,4/27/07,"$88,750.00 ","$48,812.50 ","HVAC, doors, paving, façade, floors, walls"
Super Communication Inc,3435 W Lawrence,T-088,Lawrence/Kedzie,4/25/07,"$5,300.00 ","$2,650.00 ","Signage, security system"
Dokil Bakery Shine Oh,3844 W Lawrence,T-088,Lawrence/Kedzie,3/20/07,"$5,885.00 ","$3,147.13 ","Awning, Sign, Security, Plumbing"
TRE Kronor Restaurant ,3258 W Foster,T-088,Lawrence/Kedzie,2/27/07,"$107,500.00 ","$50,000.00 ","Roof, Windows, Exit, Awning, HVAC"
Harry Kemperas,3251-57 W Bryn Mawr,T-088,Lawrence/Kedzie,1/10/07,"$22,000.00 ","$11,100.00 ",four store front renovations
In Ki Lee,3009-17 W Lawrence,T-088,Lawrence/Kedzie,1/9/07,"$44,218.75 ","$35,375.00 ","HVAC, tuckpointing"
3256 Pizza Bravo ,3256 W Lawrence,T-088,Lawrence/Kedzie,12/21/06,"$62,525.00 ","$50,000.00 ","Storefront, glass, signage, remove gates, security system, entrance, lighting, ceiling"
Jaafer Sweets ,4825 N Kedzie,T-088,Lawrence/Kedzie,12/4/06,"$100,000.00 ","$50,000.00 ",Complete remodel
Socksco Hosiery 2 Gun S Son,3040 W Lawrence,T-088,Lawrence/Kedzie,9/20/06,"$60,870.00 ","$4,682.19 ","HVAC, Plumbing, Door, Security"
Myong Yul Kim,3544-46 W Lawrence,T-088,Lawrence/Kedzie,8/21/06,"$122,800.00 ","$44,980.00 ","Roof, Basement, Windows"
Imax Video ,3912 W Lawrence,T-088,Lawrence/Kedzie,8/17/06,"$1,861.00 ","$1,535.33 ",awning
Foster Avenue Dental ,3318 W Foster,T-088,Lawrence/Kedzie,7/21/06,"$4,420.00 ","$1,330.00 ","Awning, Lighting, Flooring, Bathroom"
Holy Land Grocery 1 ,4806 N Kedzie,T-088,Lawrence/Kedzie,6/8/06,"$58,787.30 ","$29,393.65 ","Interior Renovation, Sign, Floor, Plumbing, Perm. Equipment"
In Ki Lee,3009-17 W Lawrence,T-088,Lawrence/Kedzie,6/6/06,"$19,500.00 ","$14,625.00 ",roof
Ameer General Merchandise #2,3443 W Lawrence,T-088,Lawrence/Kedzie,5/24/06,"$32,500.00 ","$16,250.00 ",HVAC
Byung Mun Kang,3523 W Lawrence,T-088,Lawrence/Kedzie,4/11/06,"$19,680.00 ","$9,840.00 ","Parking lot paving, HVAC, Façade"
L & L Appliance Mart ,3240 W Lawrence,T-088,Lawrence/Kedzie,12/19/05,"$5,325.00 ","$2,928.75 ","Tuckpointing, Interior repairs, primates"
Lawrence-Kedzie Self Storage,3215 W Lawrence,T-088,Lawrence/Kedzie,12/2/05,"$110,000.00 ","$44,685.50 ",elevator
Albany Park Auto Clinic,3848 W Lawrence,T-088,Lawrence/Kedzie,11/23/05,"$10,165.00 ","$5,082.50 ",HVAC
David Kwang Lee,3243 W Lawrence,T-088,Lawrence/Kedzie,10/20/05,"$100,000.00 ","$47,067.50 ","Windows, Roof, Façade/Tuckpointing, Interior Renovations, Electrical"
Asiana & Co ,3312 W Lawrence,T-088,Lawrence/Kedzie,10/20/05,"$27,000.00 ","$13,850.00 ","HVAC, Roof"
Washtown Coin Laundry ,3701 W Lawrence,T-088,Lawrence/Kedzie,9/8/05,"$52,025.00 ","$25,490.00 ","Storefront, door, Plumbing, Security System, Parking Lot"
Imtiyaz Patel,3554-58 W Lawrence,T-088,Lawrence/Kedzie,8/24/05,"$25,000.00 ","$7,084.59 ","Awning, Windows"
Elcanto Shoes ,3748 W Lawrence,T-088,Lawrence/Kedzie,8/19/05,"$3,000.00 ","$1,500.00 ",reduced to rear parking only
Chicago Kalbi Restaurant,3752 W Lawrence,T-088,Lawrence/Kedzie,5/13/05,"$22,975.00 ","$11,487.50 ","Lintels, Brick"
Skolnik Industries,4900 S Kilbourn,T-089,Midway Industrial Corridor,7/18/11,"$309,087.25 ","$150,000.00 ","lighting, façade lentil, drains and walls, resurface curbing, doors"
P4P-MDW LLC dba Paradise 4 Paws,5262 S Kolmar,T-089,Midway Industrial Corridor,5/24/11,"$297,535.30 ","$54,231.47 ","façade, build out, paving, hvac, electric, plumbing"
P4P-MDW LLC dba Paradise 4 Paws,5262 S Kolmar,T-089,Midway Industrial Corridor,5/6/11,"$61,024.00 ","$50,000.00 ","façade, build out, paving, hvac, electric, plumbing"
P4P-MDW LLC dba Paradise 4 Paws,5262 S Kolmar,T-089,Midway Industrial Corridor,3/1/11,"$61,024.70 ","$45,768.53 ","plumbing, electrical, carpentry, stucco, door mantles, concrete"
K + J International,5860 N Pulaski Rd,T-091,Peterson/Pulaski,7/22/11,"$153,912.00 ","$76,956.00 ","Roofing, garage, dock doors"
Steiner Industries,5801 N Tripp,T-091,Peterson/Pulaski,5/9/11,"$71,184.70 ","$35,592.35 ","electric eye, hvac, roof"
Tyler Lane Construction,4200 W Victoria,T-091,Peterson/Pulaski,3/29/11,"$309,688.00 ","$150,000.00 ",Replacing the Roof & insulation
Precision Plating Company,4123 W Peterson ,T-091,Peterson/Pulaski,1/11/11,"$99,072.00 ","$49,536.00 ","New Flooring. New Lighting New Doors Support Beams Repair Roof Window Covers Masonary, Tuck Pointing and Foundation Repair Building on Rogers"
Francisco Flores,6120-24 N Pulaski,T-091,Peterson/Pulaski,10/20/10,"$58,877.00 ","$25,103.10 ","landscape, fencing, roofing, paving, bathrooms"
Steiner Industries,5801 N Tripp,T-091,Peterson/Pulaski,9/29/10,"$45,510.65 ","$22,755.33 ","lighting, garage door"
Royal Industries,4100 W Victoria,T-091,Peterson/Pulaski,8/16/10,"$117,229.15 ","$55,000.00 ","windows, metal panels"
CF 4242 Bryn Mawr LLC ,4242 W Bryn Mawr,T-091,Peterson/Pulaski,8/2/10,"$284,405.00 ","$50,000.00 ","ROOF, LANDSCAPING, MASONRY, PAINTING, hvac, boilers, bathrooms, new entrance, awning, windows, floor, door,"
CF 4242 Bryn Mawr LLC ,4242 W Bryn Mawr,T-091,Peterson/Pulaski,3/3/10,"$284,405.00 ","$19,907.50 ","ROOF, LANDSCAPING, MASONRY, PAINTING, hvac, boilers, bathrooms, new entrance, awning, windows, floor, door,"
Midco international,4140 W Victoria,T-091,Peterson/Pulaski,2/16/10,"$59,557.00 ","$33,278.50 ",Repair to piping
CF 4242 Bryn Mawr LLC ,4242 W Bryn Mawr,T-091,Peterson/Pulaski,7/14/09,"$160,185.00 ","$80,092.50 ",roof
Best Friends Veterinary Center,4054 W Peterson,T-091,Peterson/Pulaski,5/18/09,"$12,855.00 ","$6,427.50 ","awning, signage,"
Standard Studios ,4201 W Victoria,T-091,Peterson/Pulaski,4/6/09,"$156,486.00 ","$78,243.00 ",HVAC
Steiner Industries,5801 N Tripp,T-091,Peterson Pulaski,9/6/11,"$174,785.14 ","$87,392.57 ","electric eye, hvac, roof"
VMZ Industries,7401 S Pulaski,T-092,Greater Southwest Industrial Corridor (West),8/24/11,"$97,075.00 ","$48,537.50 ","water sprinkler replacement, fans, concrete work, repair facade"
VMZ Industries,7401 S Pulaski,T-092,Greater Southwest West,10/25/11,"$198,700.00 ","$99,350.00 ","concrete work, windows, wall support, and replacing heaters"
Genesis Beauty Salon,1300 S Springfield,T-095,Midwest,7/21/11,"$77,500.00 ","$38,750.00 ",Complete Renovation
Manuel Vavoulas,900-08 S California,T-095,Midwest,7/19/11,"$29,915.15 ","$22,436.36 ",
Garfield Waters Funeral Home,3409 W Madison,T-095,Midwest,6/3/11,"$5,350.00 ","$2,675.00 ","parking lot purchase and paving, HVAC, landscaping, walls, fence,"
Manuel Vavoulas,900-08 S California,T-095,Midwest,4/15/11,"$11,686.76 ","$8,765.07 ","HVAC equipment & installation, Labor and materials"
State Farm Insurance,3830 W Roosevelt MAIL: 1501 W Madison,T-095,Midwest,10/13/09,"$128,370.52 ","$64,185.25 ","Store front, HVAC, electrical, tuckpointiong, drywall, flooring, plumbing, gate"
Del Kar Pharmacy ,3714-26 W 16th ,T-095,Midwest,8/25/09,"$20,100.00 ","$10,050.00 ",Roof
Henry L Washington,1423-29 S Kedzie,T-095,Midwest,1/23/09,"$49,207.19 ","$24,603.60 ","Roof, façade, tuckpointing, electrical,"
